編號,韓文,羅馬拼音,中文,英文
587,열심히,yeolsimhi,努力地、熱心地,"Enthusiastically,with zeal"
588,일하다,ilhada,工作、幹活,"To work, labor"
589,재산,jaesan,財產、資產,"property,fortune, assets, possessions"
590,팀,tim,隊、團隊,Team
591,부모,bumo,父母,Parents
592,약간,yakgan,稍微、有些、少許,Somewhat
593,언어,eoneo,語言,"language,speech"
594,요구하다,yoguhada,要求、索求,"To demand,claim,request"
595,올라가다,olragada,上去、攀升,"To go up, ascend"
596,첫,cheot,第一、初（冠形詞）,First
597,감독,gamdok,導演、監督、教練,The director
598,그날,geunal,那天、當天,That day or that same day
599,사실,sasil,其實、事實上,"Actually, really"
600,자주,jaju,經常、常常,"Always, constantly"
601,당하다,danghada,遭受、遭逢,"Have, encounter"
602,삼다,samda,當作、作為、視為,Make a thing of
603,약,yak,約、大約 / 藥,"About, approximately"
604,기간,gigan,期間、時期,A period or a time or
605,담배,dambae,煙、香煙,Tobacco
606,일으키다,ireukida,引起、扶起、振興,"Riase, get up; start, commence"
607,일단,ildan,暫且、先、一旦,Temporarily
608,할아버지,harabeoji,爺爺、外公,Grandfather
609,조직,jojik,組織、架構,"Organization (composition, structure)"
610,태어나다,taeeonada,出生、誕生,"To be born, see the light of day"
611,공장,gongjang,工廠,Construction site
612,벌써,beolsseo,已經、早就,Already
613,즐기다,jeulgida,享受、愛好,"Enjoy oneself,take pleasure,delight"
614,지,ji,自從（時間距今，~ㄴ 지）,"since,from"
615,환자,hwanja,患者、病人,A patient
616,변하다,byeonhada,改變、變化,Change
617,사고,sago,事故、意外 / 思考,An accident
618,그래도,geuraedo,即使如此、仍然,All the same
619,아무리,amuri,多麼、不管怎樣,However much
620,맞추다,matchuda,對齊、調整、配對,"Adjust, adapt"
621,쌀,ssal,大米、米,Uncooked rice
622,일반,ilban,一般、普通,"universal,common,usual"
623,재미있다,jaemiitda,有趣、好玩,"interesting,fun"
624,가르치다,gareuchida,教、教導,To teach
625,대화,daehwa,對話、交談,Conversation
626,막다,makda,擋住、堵塞、阻止,"Stop, obstruct"
627,올해,olhae,今年,This year
628,형,hyeong,哥哥（男性稱呼）,An elder brother
629,달리,dalri,不同地、另外,Differently
630,버리다,beorida,扔掉、丟棄,Throw away
631,붙이다,butida,貼上、附加、黏貼,"affix,put on"
632,인물,inmul,人物、人才,"A man, a person"
633,늘,neul,總是、常常,Always
634,모두,modu,全部、一切,everything
635,전국,jeonguk,全國,The whole country
636,마치다,machida,完成、結束,"Finish, complete"
637,전,jeon,全、全體（冠形詞）,"all,every"
638,다만,daman,只、僅僅、只不過,"Only, merely"
639,도움,doum,幫助、援助,Help
640,가정,gajeong,家庭 / 假定,Famly
641,걸다,geolda,掛、打（電話）、下（注）,Hang up or suspend
642,빠지다,ppajida,陷入、掉進、沉迷,To fall into
643,멀다,meolda,遠、遙遠,To be far
644,버스,beoseu,公車、巴士,Bus
645,오늘날,oneulnal,現今、如今,"These days, nowadays"
646,잠시,jamsi,暫時、片刻,For a little while
647,농업,nongeop,農業,Agriculture
648,대다,daeda,貼上、靠上、碰,"Put, place up to"
649,식,sik,方式、式樣、儀式,"form,style"
650,의견,uigyeon,意見、見解,"An opinion,a suggestion"
651,무대,mudae,舞台,Stage
652,사진,sajin,照片、相片,Picture
653,주장,jujang,主張、見解,"assertion,insistance"
654,표현하다,pyohyeonhada,表現、表達,"To express, make known by saying"
655,인하다,inhada,由於、起因於（~로 인하다）,"To be due to, caused by"
656,이상하다,isanghada,奇怪、異常,"To be strange,queer"
657,제일,jeil,第一、最,The first
658,붙다,butda,黏附、及格、緊貼,"Stick, adhere to"
659,아마,ama,大概、也許、可能,Probably
660,얘기하다,yaegihada,談話、講述,To tell a story
661,잇다,itda,連接、延續,"Join, connect"
662,조금,jogeum,稍微、一點點,A little
663,경기,gyeonggi,比賽、競賽 / 經濟景氣,Race or match or contest
664,목적,mokjeok,目的,"goal,purpose"
665,태도,taedo,態度,"attitude,comportment"
666,남성,namseong,男性,Male
667,주위,juwi,周圍、周圍人,"The circumference,the girth"
668,대책,daechaek,對策,Countermeasure
669,그만,geuman,到此為止、別再,That much or a little amount
670,발생하다,balsaenghada,發生、產生,"Originate, come from"
671,다리,dari,腿 / 橋,Leg
672,아무,amu,任何人、任何,"anybody,everybody"
673,어쩌다,eojjeoda,偶爾、碰巧、怎麼,"By chance, accident"
674,재료,jaeryo,材料、原料,"stuff,material"
675,각각,gakgak,各自、分別,Each and every
676,결코,gyeolko,絕不、決不,Never or by no means
677,옮기다,omgida,搬動、轉移、傳染,"Move, transfer (2)(sickness) communicate, transfer to"
678,항상,hangsang,常常、經常、總是,Always
679,해,hae,年 / 太陽,A year
680,잃다,ilta,丟失、失去、喪失,"To lose, to miss, to be deprived"
681,자유,jayu,自由,Freedom
682,책임,chaegim,責任,Responsibility
683,바뀌다,bakkwida,被改變、調換,Be changed
684,비슷하다,biseuthada,相似、相仿,To resemble
685,심하다,simhada,嚴重、劇烈、過分,"To be extreme,intense"
686,경쟁,gyeongjaeng,競爭,Competition or rivalry
687,사랑하다,saranghada,愛、熱愛,To love
688,아니,ani,不、不是（感嘆詞）,No!
689,여름,yeoreum,夏天、夏季,"summer,summertime"
690,자라다,jarada,成長、長大,To grow up
691,회,hoe,次、回、局,"A time, an inning, a round in a game"
692,구체적,guchejeok,具體的,Concretely
693,기회,gihoe,機會,An opportunity
694,실시하다,silsihada,實施、實行,"To enforce,put into effect"
695,지구,jigu,地球 / 地區,The earth
696,번째,beonjjae,第...次、第...個,How many times
697,소비자,sobija,消費者,A consumer
698,싫다,silta,討厭、不喜歡,"To not like, to hate"
699,규모,gyumo,規模,Scale or scope or structure
700,기준,gijun,標準、基準,A standard or basis
701,말,mal,末、末尾,End
702,반드시,bandeusi,必須、必定、務必,Most certainly
703,셈,sem,打算、算作（~ㄴ 셈이다）,"An intention,design,purpose"
704,갖추다,gatchuda,具備、備齊,Make or get ready or prepare
705,그러니까,geureonikka,所以、也就是說,And so it is that
706,받아들이다,badadeurida,接受、接納、採納,Accept
707,값,gap,價錢、價值,Price
708,현장,hyeonjang,現場,"on site, on location, at the site in question"
709,건설,geonseol,建設、建築,Construction
710,꺼내다,kkeonaeda,掏出、拿出、提出（話題）,To get out or draw out
711,노동자,nodongja,勞動者、工人,"Laborer, worker"
712,언제나,eonjena,無論何時、總是,"everytime,always"
713,완전히,wanjeonhi,完全地、徹底地,"completely,perfectly"
714,자동차,jadongcha,汽車,Car
715,전하다,jeonhada,轉達、傳遞、傳授,"To transmit,convey"
716,존재하다,jonjaehada,存在,To exist
717,개월,gaewol,個月（月數計量）,Each and every month
718,맞다,matda,迎接、遭受（打擊/雨）,"receive,welcome (note, usually this is 맞히다)"
719,별로,byeolro,不太、不怎麼（接否定）,"Especially, particularly"
720,어린이,eorini,兒童、小孩,"A youngster, a child"
721,정하다,jeonghada,決定、定下,"To set,determine"
722,한마디,hanmadi,一句話、隻言片語,One word
723,유지하다,yujihada,維持、保持,"To preserve, maintain"
724,이데올로기,ideolrogi,意識形態,Ideology
725,공부하다,gongbuhada,學習,To study
726,대중,daejung,大眾、公眾,The masses
727,늘어나다,neureonada,增加、伸長、增多,Grow longer
728,닦다,dakda,擦拭、刷（牙）、磨練,"Wipe clean, polish"
729,만,man,僅、只 / 滿（時間）,"As many as, full, complete"
730,말씀,malsseum,話、話語（敬語/謙稱）,Speech
731,괜찮다,gwaenchanta,沒關係、不錯、還可以,To be okay
732,눈물,nunmul,眼淚、淚水,A tear
733,각종,gakjong,各種、各樣,All sorts or varieties
734,빛,bit,光、光芒、色彩,Light
735,아니,ani,不是、非,Not
736,피하다,pihada,避開、迴避、躲避,"avoid,keep away"
737,거치다,geochida,經過、路過、歷經,Pass or go through
738,나아가다,naagada,前進、邁進,"Advance, go forward"
739,야,ya,呀、喂（感嘆詞/非敬語體）,"(Word to get somebody's attention) Hey!! (2) impolite speech for 이다, to be"
740,지식,jisik,知識,"Knowledge, information"
741,여전히,yeojeonhi,依然、仍舊、照舊,"As it used to be, as before ; still, persistently, even still"
742,주인,juin,主人、店主,"The head of a family,the owner"
743,발견하다,balgyeonhada,發現,To discover
744,선,seon,線、路線,"A line, a route"
745,인류,inryu,人類,The human race
746,특징,teukjing,特徵、特色,"A special feature, a distinguishing feature"
747,선수,seonsu,選手、運動員,An athlete
748,형식,hyeongsik,形式、格式,"A form, formality, mold"
749,마련하다,maryeonhada,準備、籌備、安排,"To plan, arrange"
750,반,ban,半、一半,Half
751,발표하다,balpyohada,發表、發布,To announce
752,주제,juje,主題、題目,"Subject, theme, topic"
753,걸치다,geolchida,橫跨、跨越、披上,1) put a thing over or across 2) to range from A to B
754,겪다,gyeokda,經歷、遭受,Experience or undergo or suffer
755,관점,gwanjeom,觀點、視角,A point of view or a standpoint/outlook
756,귀,gwi,耳朵,Ear
757,기본,gibon,基本、基礎,A foundation
758,미터,miteo,公尺、米,Meter
759,사라지다,sarajida,消失、消逝,To disappear
760,어떠하다,eotteohada,如何、怎麼樣,To be how
761,감정,gamjeong,感情、情緒,Feelings
762,기억,gieok,記憶、回憶,A memory
763,놈,nom,傢伙、小子,A fellow
764,인기,ingi,人氣、受歡迎,Popularity
765,배,bae,肚子、腹部 / 梨子,Abdomen
766,아파트,apateu,公寓,Apartment
767,가끔,gakkeum,偶爾、有時,Sometimes
768,구성,guseong,構成、結構、組成,"Organization or constitution , the framework of something"
769,술,sul,勺、匙（計量單位）,Spoonful
770,실제로,siljero,實際上、事實上,In reality
771,짧다,jjalda,短、短暫,"Short, brief"
772,고맙다,gomapda,感謝、謝謝,To thank
773,관리,gwanri,管理 / 官吏,Management or administration
774,그곳,geugot,那裡、那處,That place
775,보다,boda,比、比起（助詞）,"More than, greater than ...."
776,비롯하다,birothada,始於、以...為首,"begin,start"
777,과연,gwayeon,果然、到底,Just as one thought
778,달리다,dalrida,跑、奔跑 / 懸掛 / 不足,"run, make do fast"
779,바쁘다,bappeuda,忙碌、繁忙,Busy
780,이전,ijeon,以前、之前,Former days/times
781,인정하다,injeonghada,承認、認可,"To acknowledge,authorize"
782,자,ja,者、人（漢字詞）,A person
783,중앙,jungang,中央、中心,The middle and the heart
784,나쁘다,nappeuda,壞、不好,To be bad
785,불구하다,bulguhada,不顧、不管（~에도 불구하고）,"Deformity, malformation"
786,시키다,sikida,讓、使、指使、點餐,To make
787,게임,geim,遊戲、比賽,Game
788,국제,gukje,國際,International
789,그룹,geurup,集團、組,Group
790,인생,insaeng,人生,Life
791,전통,jeontong,傳統,"tradition,convention"
792,기르다,gireuda,飼養、培養、撫養,Educate or train or cultivate
793,잔,jan,杯（計量單位）,"A cup, wine glass"
794,조사하다,josahada,調查、審查,"To examine,investigate"
795,커다랗다,keodarata,巨大、龐大,To be very big/large
796,있다,itda,有、在、存在,To be
797,시인,siin,詩人 / 承認,A poet
798,언제,eonje,何時、什麼時候,"when,at what time"
799,외,oe,外、此外、以外,"Except, save for"
800,평가,pyeongga,評價、評估,"Evaluation, appraisal"
801,내려오다,naeryeooda,下來,Come down
802,위치,wichi,位置、方位,"A position, a location"
803,줄이다,jurida,減少、縮減,"reduce,decrease"
804,가격,gagyeok,價格、價錢,Price
805,달라지다,dalrajida,改變、變得不同,"To change, vary"
806,비다,bida,空、空閒,"To be empty, vacant"
807,삼국,samguk,三國,Three countries
808,손님,sonnim,客人、顧客,Customer
809,원하다,wonhada,想要、希望、願望,To want
810,통신,tongsin,通訊、通信,"communications,correspondance"
811,확인하다,hwaginhada,確認、核對,"To confirm,corroborate"
812,모임,moim,聚會、集會,"A group, a party"
813,수,su,數量、數目,The number of sth
814,웃음,useum,笑聲、笑容,"Laughter, a smile"
815,기계,gigye,機器、機械,An instrument or a machine
816,모양,moyang,跡象、神態、樣態,"signs,indications"
817,물질,muljil,物質,"matter,material"
818,아나운서,anaunseo,播音員、主持人,Announcer
819,뉴스,nyuseu,新聞,News
820,살아가다,saragada,生活下去、過活,"Lead a life, get along"
821,펴다,pyeoda,展開、攤開、伸展,"Spread out, unfold"
822,배,bae,倍、倍數,"Times, x-fold"
823,수업,sueop,課程、上課,"school,teaching"
824,겨울,gyeoul,冬天、冬季,Winter
825,종교,jonggyo,宗教,"religion,a faith"
826,층,cheung,層、樓層、階層,"floor,grade,class"
827,자연스럽다,jayeonseureopda,自然,To be natural
828,장,jang,張（紙張計量）/ 章,One piece of sth flat
829,식사,siksa,吃飯、用餐,A meal
830,안다,anda,抱、擁抱,"To hold, embrace"
831,이해,ihae,理解、了解 / 利害,Understanding
832,잊다,itda,忘記、遺忘,To forget
833,제시하다,jesihada,提出、出示、提供,To present
834,반,ban,班、組（班級單位）,"Group, company, party"
835,불과하다,bulgwahada,只不過、僅僅是,Nothing more than
836,혹은,hogeun,或者、或是,If that's not the case
837,엄청나다,eomcheongnada,極其巨大、極大、驚人,"To be absurd,wild,terribly large"
838,편,pyeon,側、方、邊（方向）,"Direction, way (the wind is blowing that ~)"
839,텔레비전,telrebijeon,電視、電視機,Television
840,파악하다,paakhada,掌握、了解、摸清,"Grasp, seize, understand"
841,편,pyeon,篇、部（作品單位）,"Compilation, editing"
842,실천,silcheon,實踐、實行,Practice
843,노력하다,noryeokhada,努力、奮鬥,"To try hard, strive"
844,보호,boho,保護,"protection,shelter"
845,씻다,ssitda,洗、清洗,"To wash,cleanse"
846,늦다,neutda,晚、遲、遲到,To be late (time)
847,이웃,iut,鄰居、鄰近,The neighborhood
848,편지,pyeonji,信、信件,Letter
849,공동,gongdong,共同,Association or union or collaboration
850,까닭,kkadak,原因、由頭、緣故,Reason
851,방안,bangan,方案、辦法,"A plan, scheme"
852,센티미터,sentimiteo,公分、厘米,Centimeter
853,팔,pal,手臂 / 八,An arm
854,분명하다,bunmyeonghada,明確、分明,To be clear/obvious
855,분석,bunseok,分析,Analysis
856,소녀,sonyeo,少女、小女孩,A young girl
857,지나가다,jinagada,走過、路過、流逝,"To pass, elapse"
858,차,cha,次、回、第...次（次數）,"order,sequence,degree"
859,상품,sangpum,商品、獎品,Product
860,설명,seolmyeong,說明、解釋,Explanation
861,훌륭하다,hulryunghada,優秀、出色、卓越,To be excellent
862,관계자,gwangyeja,相關人員、有關人士,The interested or affected parties
863,새로,saero,新、重新,"newly,anew"
864,세,se,歲（年齡單位）,Age in years
865,이어지다,ieojida,延續、連綿、相連,"Get joined, be connected"
866,티브이,tibeui,電視（TV）,TV
867,봄,bom,春天、春季,Spring
868,종류,jongryu,種類,"kind,sort,species"
869,낮다,natda,低、矮,Be low
870,어깨,eokkae,肩膀,Shoulder
871,부부,bubu,夫婦、夫妻,Man and wife
872,오래,orae,長久、久久,"Long, for a long time"
873,요구,yogu,要求、訴求,"A demand, claim, request"
874,키우다,kiuda,培養、撫養、養育,"To raise, bring up, rear"
875,눕다,nupda,躺下、躺,Lie down
876,발전하다,baljeonhada,發展、進步,"To develop, grow"
877,여행,yeohaeng,旅行、旅遊,Trip
878,죽음,jugeum,死亡,Death
879,고통,gotong,痛苦、痛楚,Suffering or agony
880,공,gong,球 / 空 / 功勞,Ball
881,어울리다,eoulrida,適合、相稱、融洽,"To be becoming, suiting"
882,오월,owol,五月,May
883,쉬다,swida,休息 / 喘息 / 變質,"to relax, take a break"
884,알리다,alrida,告知、通知、告訴,"To inform, tell a person"
885,차다,chada,滿、充滿 / 踢 / 冷,"To be full, to be filled with (PASSIVE)"
886,과,gwa,課、科、系,A lesson or a section or a department
887,멀리,meolri,遠、遠遠地,Far away
888,빼다,ppaeda,拔出、去除、抽出,"Pull out, extract"
889,예정,yejeong,預定、預期,"A program, schedule"
890,오빠,oppa,哥哥（女性稱呼）,Older brother
891,즐겁다,jeulgeopda,愉快、高興,"Be pleasant,agreeable"
892,한계,hangye,極限、界限,"Boundary, limits"
893,흔히,heunhi,常常、往往、常見,"Generally, commonly ; often"
894,바탕,batang,基礎、底色、底質,"Natural disposition ; to go all out in a fight, 아주 크게 싸우다 ; the background"
895,사월,sawol,四月,April
896,싸우다,ssauda,打架、吵架、戰鬥,To fight
897,예쁘다,yeppeuda,漂亮、美麗,"Pretty, lovely"
898,갈등,galdeung,矛盾、衝突,Conflict or troubles
899,느껴지다,neukkyeojida,感到、覺得,Feel
900,의지,uiji,意志 / 依靠,"will,volition"
901,전문,jeonmun,專業、專門,A specialty
902,정확하다,jeonghwakhada,準確、正確,To be exact
903,초기,chogi,初期、早期,"The early days, the initial period"
904,나중,najung,以後、之後、後來,"The last, the latter part"
905,맛있다,masitda,好吃、美味,Delicious
906,며칠,myeochil,幾天、幾日,How many days
907,쓴 맛,sseun mat,苦味、辛酸,see 6000
908,찾아오다,chajaoda,來訪、找來、來取,"To go meet somebody, to go get sth"
909,미,mi,美、美麗,"beauty,grace"
910,사용,sayong,使用,"use,emply"
911,시선,siseon,視線、目光,one's line of vision
912,아무런,amureon,任何、毫無（接否定）,No sort of
913,언론,eonron,輿論、言論、新聞界,"A speech, discussion"
914,투자,tuja,投資,Investment
915,지원,jiwon,支援、援助 / 申請,"helping, supporting, aiding"
916,결정하다,gyeoljeonghada,決定,To decide
917,경영,gyeongyeong,經營、管理,Management or administration
918,목표,mokpyo,目標,"goal,object"
919,성장,seongjang,成長、發展,Growth
920,숲,sup,森林、樹林,Forest
921,없어지다,eopseojida,消失、不見,"To lose, get lost"
922,작년,jangnyeon,去年,Last year
923,내려가다,naeryeogada,下去、下降,To go down
924,미치다,michida,達到、波及 / 發瘋,To reach
925,새벽,saebyeok,清晨、黎明,"dawn,daybreak"
926,쓰레기,sseuregi,垃圾,Garbage
927,얼른,eolreun,趕快、迅速、趕緊,"Fast, quickly, rapidly"
928,임금,imgeum,工資、薪水 / 國王,"Wages, pay"
929,피해,pihae,損害、受害、損失,Damage
930,한,han,恨（心結）/ 限度,A limit
931,무섭다,museopda,害怕、可怕,"fearful,dreadful"
932,직장,jikjang,職場、工作單位,one's work place
933,참다,chamda,忍耐、忍受,"Bear, endure"
934,크기,keugi,大小、尺寸,"Size, dimensions"
935,고기,gogi,肉、魚,Meat
936,남기다,namgida,留下、剩餘,To leave behind
937,서양,seoyang,西洋、西方,The Western countries
938,주요,juyo,主要,"The major, the chief thing"
939,가져오다,gajyeooda,帶來、拿來,To bring or get
940,냄새,naemsae,氣味、味道,Smell
941,부드럽다,budeureopda,柔軟、溫和,"soft,tender"
942,여기다,yeogida,認為、當作、視為,"Think, consider as"
943,이,i,這、這個（冠形詞）,"this,this thing"
944,공연,gongyeon,演出、公演,A public performance
945,남녀,namnyeo,男女,Man and woman
946,내놓다,naenota,拿出、擺出、提出,"Put out, take out"
947,만들어지다,mandeureojida,被製作、形成,"Make, create"
948,속도,sokdo,速度,Speed
949,심각하다,simgakhada,嚴重、嚴肅,"seriousness,gravity"
950,준비,junbi,準備,Preparation
951,계속되다,gyesokdoeda,繼續、持續（被動）,To continue
952,구월,guwol,九月,September
953,맑다,makda,晴朗、清澈、明淨,"clean,pure"
954,소년,sonyeon,少年、男孩,A boy
955,소식,sosik,消息、音訊,"News, information"
956,유월,yuwol,六月,June
957,작용,jagyong,作用,Application
958,허리,heori,腰、腰部,"The waist, the small of the back"
959,골,gol,進球、球門 / 山谷,Goal
960,공업,gongeop,工業,The industry or manufacturing industry
961,그중,geujung,其中,Among the rest of them
962,노인,noin,老人、長者,Old person
963,벌다,beolda,賺（錢）/ 招致,"To earn (money) ; (2) to invite, to bring onto oneself"
964,살리다,salrida,救活、挽救、發揚,"1) revive, bring around, restore to life 2) save,spare,rescue"
965,새,sae,鳥,A bird
966,영어,yeongeo,英語、英文,The english language
967,출신,chulsin,出身、畢業於,"A native, place one is from"
968,결정,gyeoljeong,決定 / 結晶,A decision or determination
969,경향,gyeonghyang,傾向、趨勢,Tendency or trend
970,기록,girok,記錄、紀錄,A record or a document
971,나름,nareum,按...各別、取決於（~나름）,Depending on
972,대답하다,daedaphada,回答、答覆,"To answer, reply"
973,반면,banmyeon,另一方面、反面,One side
974,썰다,sseolda,切、切片、剁碎,"Chip, mince,dice"
975,움직임,umjigim,動作、移動、動向,"movement,motion,activity"
976,이미지,imiji,形象、圖像,Image
977,터지다,teojida,爆發、破裂、炸開,"Break, be torn, get away from"
978,특성,teukseong,特性、特徵,"A special/unique characteristic (individuality making, peculiarity)"
979,교장,gyojang,校長,Principal
980,벗다,beotda,脫（衣/鞋）、摘下,"Take off, remove"
981,업무,eopmu,業務、工作職責,"Buisness, duty"
982,입시,ipsi,入學考試、升學考,An entrance examination
983,준비하다,junbihada,準備、籌備,To prepare
984,청소년,cheongsonyeon,青少年,"Young boys and girls, teenagers"
985,응,eung,嗯、是啊（非敬語回答）,"Yes, i see!"
986,이기다,igida,獲勝、戰勝、贏,To win
987,찾아보다,chajaboda,查找、拜訪、探望,To go meet somebody
988,취하다,chwihada,採取、取得 / 醉,"To adopt, assume, take"
989,다루다,daruda,對待、處理、操作,"Treat, deal with"
990,달,dal,月亮 / 月份,The moon
991,사장,sajang,社長、總裁、老闆,Company boss
992,삼월,samwol,三月,March
993,그렇지만,geureochiman,但是、然而、可是,But or however
994,선배,seonbae,前輩、學長/學姊,one's senior
995,업체,eopche,企業、廠商,A business enterprise
996,키,ki,身高、個子 / 鑰匙,"stature,height"
997,구하다,guhada,尋找、求得、拯救,1) To buy or purchase or 2) look for or seek or want
998,국회,gukhoe,國會,The National Assembly
999,그러므로,geureomeuro,因此、所以,So or hence or therefore
1000,포함하다,pohamhada,包含、包括,"To include,contain"
