編號,韓文,羅馬拼音,中文,英文
5486,연세,yeonse,年紀、高齡（長輩敬稱）,"Age, years of age"
5487,예식장,yesikjang,婚禮禮堂、結婚會館,A ceremony hall
5488,월세,wolse,月租、房租,Monthly rent
5489,위층,wicheung,樓上,The upper floor
5490,인삼차,insamcha,人參茶,Ginseng tea
5491,진찰,jinchal,診斷、問診檢查,"A medical diagnosis, investigation"
5492,초록색,choroksaek,草綠色、綠色,Green
5493,축구공,chukgugong,足球,A soccer ball
5494,큰딸,keunttal,大女兒、長女,Oldest daughter
5495,팔,pal,八（漢字詞） / 手臂,Eight
5496,결석,gyeolseok,缺席、曠課,Absent
5497,김치찌개,gimchijjigae,泡菜鍋,Spicy cabbage soup
5498,녹차,nokcha,綠茶,Green tea
5499,독감,dokgam,流感、重感冒,Influenza
5500,만두,mandu,餃子、饅頭,Chinese dumplings
5501,발음하다,bareumhada,發音,Pronounce
5502,보라색,borasaek,紫色,Purple
5503,복습하다,bokseuphada,複習、溫習,To review
5504,스케이트,seukeiteu,溜冰、滑冰鞋,Skate
5505,실례하다,silryehada,失禮、冒犯,To be impolite
5506,그렇게,geureoke,那樣、如此地,And so. like that
5507,여섯,yeoseot,六（純韓文數詞）,Six
5508,연두색,yeondusaek,嫩綠色、黃綠色,Light green
5509,온돌,ondol,溫突、地暖,The korean under-floor heating system
5510,육,yuk,六（漢字詞）,The number six
5511,일곱,ilgop,七（純韓文數詞）,Seven
5512,출입국,churipguk,出入境,Entry into a country
5513,클래식,keulraesik,古典樂、古典,Classic
5514,팝송,papsong,流行歌曲、西洋流行樂,Pop song
5515,팩스,paekseu,傳真,Fax
5516,깍두기,kkakdugi,辣蘿蔔泡菜,Sliced white radish kimchee
5517,국내선,gungnaeseon,國內航線,Domestic airline
5518,복습,bokseup,複習、溫習,Reviewing
5519,삼십,samsip,三十（漢字詞）,30
5520,성함,seongham,姓名、尊姓大名（敬語）,Your (his) esteemed name
5521,세탁소,setakso,洗衣店,Laundromat
5522,시외버스,sioebeoseu,市外長途公車,Inter-city bus
5523,야구장,yagujang,棒球場,Baseball field
5524,오십,osip,五十（漢字詞）,Fifty
5525,운동복,undongbok,運動服,Exercise clothes
5526,작은아들,jageunadeul,小兒子、次子,Younger son
5527,잠자리,jamjari,蜻蜓,Dragonfly
5528,주차하다,juchahada,停車,To park
5529,중국어,junggugeo,中文、漢語,Chinese
5530,청소기,cheongsogi,吸塵器,A vacuum cleaner
5531,칠십,chilsip,七十（漢字詞）,Seventy
5532,필통,piltong,鉛筆盒、筆袋,Pencil case
5533,학생증,haksaengjeung,學生證,Student identification
5534,형수,hyeongsu,大嫂、嫂子,The wife of one’s older brother
5535,경상도,gyeongsangdo,慶尚道（韓國東南部行政區）,Kyung-San-Do province (ulsan or kyungju)
5536,공항버스,gonghangbeoseu,機場巴士,Bus to the airport
5537,관광버스,gwangwangbeoseu,遊覽車、觀光巴士,Tourist bus
5538,그저께,geujeokke,前天,The day before yesterday
5539,냉방,naengbang,冷氣、冷氣房,A cold or unheated room
5540,눈병,nunbyeong,眼疾、眼病,An eye disease
5541,다섯째,daseotjjae,第五,Fifth
5542,배추김치,baechugimchi,白菜泡菜,Pickled cabbage
5543,사탕,satang,糖果,Sugar
5544,색연필,saegyeonpil,彩色鉛筆,Colored pencil
5545,소아과,soagwa,小兒科,Pediatrics
5546,양력,yangryeok,陽曆、國曆,The solar calendar
5547,예순,yesun,六十（純韓文數詞）,Sixty
5548,오,o,五（漢字詞）,Five
5549,작은어머니,jageuneomeoni,嬸嬸（叔叔的妻子）,An aunt younger than your mother
5550,축구장,chukgujang,足球場,Soccer field
5551,한글날,hangeulnal,韓文節,Korean writing system national holiday
5552,한식,hansik,韓食、韓式料理,Korean food
5553,세종대왕,sejongdaewang,世宗大王,"King sejong, who invented Hangul"
5554,넉,neok,四（冠形詞）,The fourth
5555,메일,meil,電子郵件,Mail
5556,복사기,boksagi,影印機,Memeograph
5557,빗,bit,梳子,A comb
5558,설렁탕,seolreongtang,先農湯、雪濃湯,Beef soup with rice
5559,종로,jongro,鐘路（首爾知名地名/街區）,Famous street in Seoul
5560,신라,sinra,新羅（韓國古代三國之一）,One dynasty in ancient korea
5561,십,sip,十（漢字詞）,10
5562,아드님,adeunim,令郎、您兒子（敬語）,Your esteemed son
5563,천,cheon,千、一千（漢字詞）,Thousand
5564,결석하다,gyeolseokhada,缺席、曠課,To be absent
5565,기념일,ginyeomil,紀念日,Commemoration day
5566,까만색,kkamansaek,黑色,Black
5567,내후년,naehunyeon,後年,The year after next year
5568,쉰,swin,五十（純韓文數詞）,50
5569,시아버지,siabeoji,公公、公丈,one’s husband’s father
5570,식품점,sikpumjeom,食品店、雜貨鋪,Grocery store
5571,약혼녀,yakhonnyeo,未婚妻,A girl who is engaged
5572,어저께,eojeokke,昨天,Yesterday
5573,영상,yeongsang,零上（氣溫）,Above zero
5574,예매하다,yemaehada,預售、預購,Advance purchase
5575,예습,yeseup,預習,Preparation of lessons
5576,예습하다,yeseuphada,預習,"To prepare lessons, rehearse"
5577,육십,yuksip,六十（漢字詞）,Sixty
5578,출석하다,chulseokhada,出席、到場,"attendance,presence"
5579,큰어머니,keuneomeoni,伯母（大伯的妻子）,The wife of the elder brother of one’s father
5580,팔십,palsip,八十（漢字詞）,80
5581,멍멍,meongmeong,汪汪（小狗叫聲）,"Bow-wow, woof-woof"
5582,분필,bunpil,粉筆,Chalk
5583,약혼자,yakhonja,未婚夫,"A fiance, an engaged person"
5584,양식,yangsik,養殖、培養 / 西餐,"raising,farming,culture"
5585,억,eok,億、一億,One hundred million
5586,여덟,yeodeol,八（純韓文數詞）,Eight
5587,외과,oegwa,外科,Surgery
5588,제과점,jegwajeom,麵包店、糕餅店,Confectionary store
5589,중식,jungsik,中餐、中華料理,Chinese food
5590,케첩,kecheop,番茄醬,Ketchup
5591,편의점,pyeonuijeom,便利商店,Convenient store
5592,갈비탕,galbitang,牛排骨湯,Beef-rib soup
5593,검정색,geomjeongsaek,黑色,Black color
5594,미용실,miyongsil,美容院、美髮沙龍,Beauty salon
5595,아흔,aheun,九十（純韓文數詞）,Ninety
5596,이십,isip,二十（漢字詞）,Twenty
5597,충청도,chungcheongdo,忠清道（韓國中部行政區）,Area around daejon city
5598,설악산,seoraksan,雪嶽山,Famous mountain
5599,조선,joseon,朝鮮（朝鮮時代/李氏朝鮮）,Name for ancient korea culture
5600,거꾸로,geokkuro,倒著、反過來,Backwards or bottom up or the wrong way
5601,인천공항,incheongonghang,仁川國際機場,Incheon international airport
5602,저렇게,jeoreoke,那樣、那麼樣,Like that
5603,대전,daejeon,大田（韓國中部廣域市）,Daejon city
5604,뉴욕,nyuyok,紐約,New york
5605,풍경,punggyeong,風景、景緻,"Landscape, scenery"
5606,아프리카,apeurika,非洲,Africa
5607,근본,geunbon,根本、基礎,The foundation or basis
5608,정리,jeongri,整理、整頓,"arrangment,regulation,adjustment"
5609,도쿄,dokyo,東京,Tokyo
5610,워낙,wonak,本來、原本、過於,"By nature, primarily, by constitution"
5611,독일,dogil,德國,Germany
5612,이렇게,ireoke,這樣、如此,In this way
5613,발달하다,baldalhada,發達、進展,To advance
5614,지적하다,jijeokhada,指出、指明,"To indicate, point out"
5615,영국,yeongguk,英國,England
5616,회사,hoesa,公司,A company
5617,유럽,yureop,歐洲,Europe
5618,의식,uisik,意識、知覺 / 儀式,"Consciuosness, awareness"
5619,구십,gusip,九十（漢字詞）,90
5620,아시아,asia,亞洲,Asia
5621,기다리다,gidarida,等待、等候,To wait
5622,인천,incheon,仁川（韓國廣域市）,Incheon city
5623,거기,geogi,那裡、那兒,There (location)
5624,일식,ilsik,日本料理、日餐 / 日蝕,Japanese food
5625,작은딸,jageunttal,小女兒、次女,Younger daughter
5626,저곳,jeogot,那裡、那個地方,That place over there
5627,초등학생,chodeunghaksaeng,小學生,An elementary school student
5628,하얀색,hayansaek,白色,White
5629,남미,nammi,南美洲,South america
5630,금강산,geumgangsan,金剛山,The Diamond Mountains
5631,전주,jeonju,全州,Junju
5632,전라도,jeonrado,全羅道,South-western region of south korea
5633,북한,bukhan,北韓、朝鮮,North korea
5634,부산,busan,釜山,"Busan, city in SE Korea, with largest beach in S.Korea"
5635,미국,miguk,美國,America
5636,백두산,baekdusan,白頭山、長白山,Korean mountain
5637,백제,baekje,百濟（韓國古代三國之一）,Historical Korean government
5638,베이징,beijing,北京,Beijing
5639,우리나라,urinara,我國、我們國家,Korea
5640,대한민국,daehanminguk,大韓民國,Korea
5641,한국,hanguk,韓國,Korea
5642,강원도,gangwondo,江原道,Gangwon-do province
5643,경기도,gyeonggido,京畿道,Gyeonggi-do province (surrounding Seoul)
5644,경복궁,gyeongbokgung,景福宮,Gyeongbokgung Palace
5645,경주,gyeongju,慶州,Gyeongju city (ancient Silla capital)
5646,고구려,goguryeo,高句麗,Goguryeo (ancient Korean kingdom)
5647,고려,goryeo,高麗,Goryeo dynasty
5648,광주,gwangju,光州,Gwangju city
5649,김포공항,gimpogonghang,金浦機場,KimPo Domestic (sometimes international) airport
5650,울산,ulsan,蔚山,"Ulsan, home of hyundai car company and hyundai shipbuilding in kyungsamnamdo"
5651,호남,honam,湖南地區（韓國全羅道一帶）,"The HONAM district, which is CHOLLA-DO in S.W south korea"
5652,일본,ilbon,日本,Japan
5653,파리,pari,巴黎,Paris
5654,지리산,jirisan,智異山,"Chili mountain, very beautiful"
5655,제주도,jejudo,濟州島,Tourist island off south S.Korea
5656,서울,seoul,首爾,Seoul
5657,서울역,seouryeok,首爾站,Seoul train station
5658,남대문,namdaemun,南大門（崇禮門）,Seoul’s old south gate
5659,한강,hangang,漢江,"The han river, runs through Seoul"
5660,한라산,hanrasan,漢拏山,Halla-san mountain
5661,한반도,hanbando,朝鮮半島、韓半島,The korean peninsula
5662,평양,pyeongyang,平壤,Capital of north korea
5663,프랑스,peurangseu,法國,France
5664,호주,hoju,澳洲、澳大利亞,Australia
5665,남대문시장,namdaemunsijang,南大門市場,Shopping center in seoul
5666,남산,namsan,南山,Mountain in south central seoul
5667,홍콩,hongkong,香港,Hong Kong
5668,대만,daeman,台灣（臺灣）,Taiwan
5669,로스앤젤레스,roseuaenjellesseu,洛杉磯（LA）,Los Angeles (LA)
5670,잘자,jalja,早唞、晚安（平語/非敬語，對朋友晚輩）,Good night, sleep tight (informal)
5671,잘 자요,jal jayo,晚安、早唞（日常敬語 / 해요體）,Good night (polite / informal polite)
5672,안녕히 주무세요,annyeonghi jumuseyo,祝您晚安安睡、早唞（長輩/上司尊稱敬語）,Good night, sleep peacefully (formal honorific / respectful)
