編號,韓文,羅馬拼音,中文,英文
3477,착각,chakgak,錯覺、誤解,"Hallucination, illusion"
3478,창,chang,窗戶 / 標槍,Window
3479,친정,chinjeong,娘家,A woman’s maiden home and family
3480,켜지다,kyeojida,被點亮、開啟（被動）,To become turned on
3481,타입,taip,類型、型態,Type
3482,팩,paek,面膜、包裝盒,Pack
3483,표시하다,pyosihada,表示、標記、標示,"To make a sign, display"
3484,행하다,haenghada,實施、踐行、進行,"To do, act, behave"
3485,활짝,hwaljjak,敞開、燦爛地,"extensively,widely"
3486,감상하다,gamsanghada,欣賞、鑑賞,To show appreciation
3487,개별,gaebyeol,個別、各個,An individual or a particular case
3488,공식적,gongsikjeok,正式的、官方的,Formal or procedural
3489,그런대로,geureondaero,還算、尚可、將就,Such as it is or anyways
3490,기독교,gidokgyo,基督教,Christianity
3491,깨달음,kkaedareum,領悟、體會、覺察,Realization
3492,끼다,kkida,籠罩（煙霧） / 夾在,To smoke
3493,넘어지다,neomeojida,摔倒、倒下,"Fall down, collapse"
3494,눈부시다,nunbusida,耀眼、奪目,To be dazzling
3495,단점,danjeom,缺點、短處,A weak point
3496,마음먹다,maeummeokda,下定決心,Be determined to
3497,목록,mokrok,目錄、清單,Catalogue
3498,반복하다,banbokhada,反覆、重復,To repeat
3499,반성하다,banseonghada,反省,Examine oneself
3500,별명,byeolmyeong,綽號、外號,"nickname,alias"
3501,보전,bojeon,保全、保存,"ingegrity,preservation"
3502,불어오다,bureooda,吹來（風）,Call to come
3503,소유하다,soyuhada,擁有、持有,"To possess,hold"
3504,수박,subak,西瓜,Watermelon
3505,스위치,seuwichi,開關,Switch
3506,신세,sinse,恩情、受人照顧 / 身世,"indebtedness,obligation"
3507,알아내다,aranaeda,查出、打聽出,To find out (e.g. the answer)
3508,암,am,癌症,Cancer
3509,야단,yadan,大吵大鬧 / 責罵,"A clamro, uproar 2) a scolding"
3510,얘,yae,餵（招呼語） / 是,Yes.
3511,엔,en,日圓,Yen (japanese)
3512,연결,yeongyeol,連結、連接,"Connection, linking"
3513,연관,yeongwan,關聯、關繫,"a connection, a grouping together, relationships"
3514,용서하다,yongseohada,原諒、寬恕,"To pardon, to forgive"
3515,우정,ujeong,友情、友誼,Feeling of friendship
3516,육군,yukgun,陸軍,The army
3517,음식점,eumsikjeom,餐廳、飯店,Restaurant
3518,의논하다,uinonhada,討論、商議,"To consult,confer with, talk over a matter"
3519,인분,inbun,人份（餐點份數單位）,How many people counter for at restaurants
3520,주요하다,juyohada,主要,"To be chief,principal,leading"
3521,죽,juk,粥、稀飯,Rice porridge
3522,차마,chama,忍心、忍痛（加否定表示不忍）,For all the world
3523,참조,chamjo,參照、參考,"reference,comparison"
3524,첫째,cheotjjae,第一、首要,The first
3525,타고나다,tagonada,天生、生來具備,"Be born, gifted/endowed with"
3526,태우다,taeuda,載（人）、搭載,"To take in a car, give a ride to"
3527,행사,haengsa,行使、使用,"Use, exercise"
3528,향수,hyangsu,香水 / 鄉愁,A perfume
3529,허용되다,heoyongdoeda,獲准、被允許（被動）,"To be permitted, approved"
3530,가입,gaip,加入、加入會員,Entrance
3531,가정,gajeong,假定、設想 / 家庭,Supposition
3532,과자,gwaja,餅乾、點心、零食,A snack or pastries or candy
3533,교체,gyoche,替換、更替,Shift or change or alternate
3534,김,gim,海苔、紫菜 / 水蒸氣,"Seaweed, laver"
3535,꼬마,kkoma,小不點、小孩子,A dwarf
3536,끝없이,kkeuteopsi,無休無止地、無邊無際地,Boundlessly
3537,나르다,nareuda,運送、搬運,"to move a long or semi-long distance (not just within a room); Carry, convey, transport"
3538,놀리다,nolrida,取笑、逗弄 / 閒置,"Banter, tease"
3539,늘어놓다,neureonota,陳列、羅列、擺開,"(1) Scatter about haphazardly ; (2) 으로 늘어놓다 to arrange, place in order"
3540,닫히다,dathida,被關上、關閉（被動）,"To shut, be closed"
3541,대표하다,daepyohada,代表,Represent
3542,대학교,daehakgyo,大學,University
3543,도로,doro,重新、依舊 / 道路,"Back, same as ever, same as it was before"
3544,막걸리,makgeolri,馬格利酒、米酒,A slightly bitter soju drink
3545,맡다,matda,聞、嗅 / 承擔,Smell
3546,미스,miseu,小姐 / 失誤,Miss
3547,밀리다,milrida,被推遲、積壓 / 被推動（被動）,"to be left undone, to be late in making a payment (to fall into arrears) (2) to be pushed, shoved"
3548,밥그릇,bapgeureut,飯碗,A rice bown
3549,방문,bangmun,房門 / 訪問,A door of a room
3550,병들다,byeongdeulda,得病、患病,Get sick
3551,부러지다,bureojida,折斷（被動）,"Break, get broken"
3552,불꽃,bulkkot,火花、火焰,"flame,blaze,spark"
3553,상대성,sangdaeseong,相對性,Relativity
3554,설문,seolmun,問卷、問卷調查,questions like those on a questionnaire
3555,소설가,soseolga,小說家,Novelist
3556,쓸다,sseulda,打掃、清掃 / 撫摸,"brush, sweep perhaps lightly"
3557,안녕히,annyeonghi,平安地、安好地,Peacefully
3558,안팎,anpak,內外、左右（數量）,"The interior and exterior, both sides"
3559,예방하다,yebanghada,預防,"To protect, prevent, fend off"
3560,올,ol,今年（冠形詞，올해）,"Coming (year, week)"
3561,유의하다,yuuihada,留意、注意,"To bear in mind, be heedful of"
3562,유학,yuhak,儒學,Confucianism
3563,이해되다,ihaedoeda,被理解（被動）,To be understood
3564,인하,inha,調低、降價、下調,"reduction,lowering"
3565,작성,jakseong,編寫、填寫、起草,"editing,composition ; filling out a form"
3566,잘리다,jalrida,被切斷、被解雇（被動）,"Be snapped,broken,cut off"
3567,전달,jeondal,傳達、交付,Delivery
3568,전시회,jeonsihoe,展覽會,"An exhibition, show, display"
3569,전화하다,jeonhwahada,打電話,To call
3570,전환하다,jeonhwanhada,轉換、轉移,"To exchange, to convert, to change over"
3571,정치학,jeongchihak,政治學,Political science
3572,좌석,jwaseok,座位、席位,A seat
3573,주문,jumun,點餐、訂購、吩咐,"An order, a request"
3574,집안일,jibanil,家務、家事,Housework
3575,체계적,chegyejeok,體系性的、系統性的,"Systematic, organizational"
3576,출근,chulgeun,上班,Going to work
3577,크림,keurim,鮮奶油、乳霜,Cream
3578,탁월하다,tagwolhada,卓越、優秀,"Be excellent, prominished"
3579,텅,teong,空空蕩蕩地,Hollow
3580,토하다,tohada,嘔吐、傾吐,To vomit
3581,푹,puk,熟（睡）、充分地、深陷,"Completely, entirely"
3582,한순간,hansungan,一瞬間、轉瞬,One fleeting moment
3583,가사,gasa,歌詞 / 家務,Words or lyrics
3584,가입자,gaipja,加入者、用戶,Member or subscriber
3585,감소하다,gamsohada,減少,To reduce or diminish
3586,개구리,gaeguri,青蛙,Frog
3587,결과적,gyeolgwajeok,結果性的,Resultative
3588,괴롭히다,goerophida,折磨、使苦惱,Afflict or worry
3589,구별,gubyeol,區別、區分,A distinction or a separation
3590,깨우다,kkaeuda,叫醒、喚醒,To wake up or awaken
3591,끈,kkeun,繩子、繩索,A string or a cord
3592,끊기다,kkeunkida,被切斷、斷絕（被動）,To be cut off or severed
3593,끊임없다,kkeunimeopda,連綿不斷、接連不斷,To not end
3594,넉넉하다,neongneokhada,充裕、富足,To be enough
3595,두어,dueo,兩三個、兩二,"About two, a couple"
3596,마약,mayak,毒品、麻藥,A drug
3597,밑바닥,mitbadak,底層、底部,"The bottom,base"
3598,보도되다,bododoeda,被報導（被動）,To be reported
3599,보리,bori,大麥,Barley
3600,본부,bonbu,總部、本部,The headquarters
3601,부,bu,富裕、財富,"wealth,riches"
3602,성숙하다,seongsukhada,成熟,"to ripen, to mature"
3603,소극적,sogeukjeok,消極的、被動的,"Passivity,passiveness"
3604,소용,soyong,用處、效用,"use,usefulness"
3605,손질하다,sonjilhada,修整、打理、修理,Handle with care
3606,수건,sugeon,毛巾,Handkerchief
3607,순식간,sunsikgan,瞬間、剎那間,A brief instant
3608,시도,sido,嘗試、試圖,"An attempt,test"
3609,시집,sijip,詩集,A collection of poems
3610,아무개,amugae,某某、某人,Mr. so-and-so
3611,약점,yakjeom,弱點、缺點,"A weak point, a vulnerable point"
3612,양복,yangbok,西裝、西服,Western European style clothing
3613,어째서,eojjaeseo,為什麼、何故,"For what reason, why is that"
3614,얼다,eolda,結冰、凍結,"Freeze, be frozen"
3615,여,yeo,女、女性（冠形詞）,"A woman, a girl"
3616,연령,yeonryeong,年齡,"Age, years of age"
3617,예비,yebi,預備、儲備,"Preparation, reserve"
3618,울음소리,ureumsori,哭聲,Sound of crying
3619,이놈,inom,這傢伙、這小子,That rascal!
3620,이력서,iryeokseo,履歷表、簡歷,"Curriculum vitae, a resume (for a job)"
3621,인정되다,injeongdoeda,被認可、被承認（被動）,To be recognized
3622,잠자다,jamjada,睡覺、入睡,Fall asleep
3623,젓가락,jeotgarak,筷子,A pair of chopsticks
3624,주년,junyeon,週年,One whole year
3625,중단하다,jungdanhada,中斷、暫停,"To interrupt, to stop"
3626,중대하다,jungdaehada,重大,"importance,gravity"
3627,중심지,jungsimji,中心、核心地區,A central place
3628,집중적,jipjungjeok,集中的,Related to the concentration
3629,참되다,chamdoeda,真實、真誠,"To be true, honest, faithful"
3630,초청,chocheong,邀請、請,An invitation
3631,출판사,chulpansa,出版社,A publishing company
3632,탁자,takja,桌子、茶几,"A table, desk"
3633,토끼,tokki,兔子,A rabbit
3634,퍽,peok,相當、頗為、非常,"Very, very much"
3635,풍속,pungsok,風俗、民俗,"Manners, customs, morals"
3636,피아노,piano,鋼琴,Pian
3637,핑계,pinggye,藉口、託辭,Excuse
3638,한층,hancheung,更加、更進一層,"More, still more"
3639,행운,haengun,幸運、好運,"Good luck, good fortune"
3640,가로막다,garomakda,阻擋、攔截,Interrupt or obstruct
3641,간섭,ganseop,干涉、干預,Interfere or meddle
3642,갈증,galjeung,口渴、渴望,Thirst
3643,갑작스럽다,gapjakseureopda,突然、猝不及防,All of a sudden
3644,교환하다,gyohwanhada,交換,To exchange
3645,그래야,geuraeya,唯有那樣、才算,And so or and then
3646,기원,giwon,起源、發源 / 祈願,Origin
3647,길가,gilga,路邊、街邊,The roadside
3648,난리,nanri,騷亂、亂子、戰亂,"A war, revolt"
3649,남매,nammae,兄妹、姊弟,Brother and sister
3650,내버리다,naebeorida,拋棄、扔掉,Throw away
3651,미사일,misail,飛彈、導彈,Missile
3652,발가락,balgarak,腳趾,A toe
3653,보존,bojon,保存、維護,Preservation
3654,보호되다,bohodoeda,受保護（被動）,To be protected
3655,뵙다,boepda,拜見、謁見（敬語）,"see,meet"
3656,부치다,buchida,郵寄、寄出 / 煎（餅）,"to send, to post"
3657,상관,sanggwan,相關、關聯 / 上官,"Concern, relation"
3658,설명되다,seolmyeongdoeda,被說明、解釋（被動）,To be explained
3659,섭섭하다,seopseophada,依依不捨、難過、遺憾,"Be sorry,disappointed"
3660,세,se,世代、時代 / 三,"A generation,age,epoch"
3661,세련되다,seryeondoeda,洗練、時尚、幹練,"To be polished,refined"
3662,손쉽다,sonswipda,輕易、簡便、唾手可得,"Be easy, simple"
3663,안주,anju,下酒菜,Appetizers for alcohol
3664,어린애,eorinae,小孩、小童,"A youngster, a child"
3665,열기,yeolgi,熱氣、狂熱,"Heat, hot air"
3666,옷차림,otcharim,服裝、衣著打扮,"Dress, one’s way of dressing"
3667,위로하다,wirohada,慰問、安慰,"To console, soothe somebody"
3668,이같이,igati,如同這般、像這樣,"Like this, like so"
3669,인형,inhyeong,玩偶、娃娃,A doll
3670,일치,ilchi,一致、吻合,"Agreement, accord"
3671,재생,jaesaeng,再生、復活、重播,"revival,restoration to life"
3672,전철,jeoncheol,電車、地鐵 / 前轍,An electric railway
3673,찢어지다,jjijeojida,被撕破、破裂（被動）,"To be torn, rent"
3674,철학자,cheolhakja,哲學家,Philosopher
3675,축하하다,chukhahada,祝賀、慶祝,To Congratulate sb
3676,컬러,keolreo,彩色、色彩,Color
3677,통화,tonghwa,通話 / 通貨（貨幣）,Conversation by telephone
3678,특이하다,teugihada,特異、獨特,"Be peculiar, special, unique"
3679,필연적,piryeonjeok,必然的,"Necessity, necessary"
3680,하룻밤,harutbam,一夜、一晚,"One night, a single night"
3681,흘러내리다,heulreonaerida,流淌而下、傾瀉,"Run (stream,pour) down"
3682,가짜,gajja,假的、贗品,Fake
3683,강도,gangdo,強度 / 強盜,Intensity or strength
3684,곰,gom,熊,Bear
3685,급히,geuphi,急忙地、趕緊,Fast or quickly or in a hurry
3686,기념,ginyeom,紀念,Commemoration
3687,나아지다,naajida,好轉、改善,"Become better, be improved"
3688,넘어오다,neomeooda,翻越而來、越過,"Fall, come down"
3689,매너,maeneo,禮貌、風度,Manner
3690,민속,minsok,民俗,Folk-customs
3691,버려지다,beoryeojida,被拋棄、遺棄（被動）,"Take away, throw away to somewhere"
3692,빗물,binmul,雨水,Rainwater
3693,사위,sawi,女婿 / 周圍,"environment,surroundings"
3694,설날,seolnal,元旦、春節,New Year’s Day
3695,설득하다,seoldeukhada,說服、勸導,Persuasion
3696,손질,sonjil,修整、打理、照料,"handling,care"
3697,손톱,sontop,指甲,Fingernail
3698,식빵,sikppang,吐司、吐司麵包,Bread
3699,아르바이트,areubaiteu,打工、兼職,Part time
3700,외로움,oeroum,孤獨、寂寞,Loneliness
3701,외우다,oeuda,背誦、背熟,Recite from memory
3702,운전자,unjeonja,駕駛員、司機,The driver
3703,유리창,yurichang,玻璃窗,A window which uses glass
3704,입대,ipdae,入伍,"Enlistment, enrollment"
3705,적성,jeokseong,適性、適應性,Aptitude
3706,전망하다,jeonmanghada,展望、預測,"Have a view of, observe"
3707,집단적,jipdanjeok,集體的、群體的,Collectively (of people)
3708,차이점,chaijeom,差異處、不同點,A point of difference
3709,찬물,chanmul,冷水、涼水,Cold water
3710,철도,cheoldo,鐵路、鐵道,Railroad
3711,총각,chonggak,單身漢、未婚小伙子,"A bachelor, an unmarried man"
3712,캠페인,kaempein,活動、倡導運動,Campaign
3713,태풍,taepung,颱風,Typhoon
3714,한눈,hannun,一眼、一瞥 / 分心,"A look, glampse, look"
3715,햇볕,haetbyeot,陽光、日照,"Sunbeams, sunlight"
3716,홍수,hongsu,洪水,"A flood, inundation"
3717,가뭄,gamum,乾旱、旱災,A drought
3718,간접,ganjeop,間接,Indirectness
3719,강력히,gangryeokhi,強烈地、有力地,With great strengh or or might
3720,개선되다,gaeseondoeda,被改善、改進（被動）,To be renovated or to get improved
3721,건네다,geonneda,搭話、遞交,Speak to a person or address
3722,게,ge,螃蟹,A crab
3723,결심,gyeolsim,決心,Determination or resolution
3724,곧장,gotjang,直奔、筆直地,Directly or straightforwardly ; to do something straight away
3725,교직,gyojik,教職、教職工作,The teaching profession
3726,구속하다,gusokhada,拘捕、拘留 / 束縛,To arrest or restrain
3727,귀중하다,gwijunghada,貴重、寶貴,To be precious
3728,긁다,geukda,抓、搔、刮,Scratch or scrape
3729,금지하다,geumjihada,禁止,To restrain or prohibit
3730,기사,gisa,技師、司機 / 報導,Technician
3731,기숙사,gisuksa,宿舍,A hostel or residence hall
3732,나뭇잎,namusip,樹葉,Tree leaves
3733,내쉬다,naeswida,呼出、吐出（氣息）,Exhale
3734,넓어지다,neolbeojida,變寬、開闊,Get wider
3735,늘어지다,neureojida,垂下、拖長、鬆弛,Be lengthened
3736,단독,dandok,單獨、獨立,Independence
3737,마당,madang,院子、場合、局面,"An instance, case"
3738,마음껏,maeumkkeot,盡情地、隨心所欲地,As much as you want
3739,몰려들다,molryeodeulda,蜂擁而至、湧入,Be driven into
3740,미팅,miting,聯誼、會議,Meeting
3741,바,ba,酒吧 / 所（助詞）,Bar
3742,바퀴,bakwi,車輪、輪子 / 隻（螳螂/蟑螂）,Wheel
3743,발자국,baljaguk,腳印、足跡,Footprint
3744,뱉다,baetda,吐出、咳出,Spit
3745,벌어지다,beoreojida,張開、拉大 / 發生,"Widen, get wider"
3746,보너스,boneoseu,獎金、紅利,Bonus
3747,산책,sanchaek,散步,"A walk,stroll"
3748,생기,saenggi,生機、活力,"animation,life"
3749,서적,seojeok,書籍,"books,publications"
3750,소화,sohwa,消化 / 消火,Digestion
3751,수험생,suheomsaeng,考生、應考生,A student preparing for an examination
3752,시끄럽다,sikkeureopda,喧鬧、嘈雜,"To be noisy,boisterous"
3753,신세대,sinsedae,新一代、新世代,The new generation
3754,안기다,angida,歸咎、轉嫁、推卸（責任）,"To fix on a person, lay the blame on a person"
3755,안기다,angida,甩給、推給、託付給他人,"To throw onto sb, to pass onto sb, to pawn off onto sb, to hand over to sb"
3756,어기다,eogida,違背、違反,"Run counter to, go against"
3757,어때,eottae,怎麼樣、如何,What do you think?
3758,엘리베이터,elribeiteo,電梯,Elevator
3759,연구원,yeonguwon,研究員,Researcher
3760,연애,yeonae,戀愛,"Love, tender, passion"
3761,연휴,yeonhyu,連假、連續假期,Consecutive holidays
3762,요약하다,yoyakhada,摘要、概括,"summary,condense,abridge"
3763,운동하다,undonghada,運動,To do exercise
3764,월요일,woryoil,星期一、週一,Monday
3765,위성,wiseong,衛星,A satellite
3766,의외로,uioero,出乎意料地,"unexpectedly,surprisingly"
3767,이모,imo,阿姨、姨母,A maternal aunt
3768,자살,jasal,自殺,Suicide
3769,제시,jesi,提出、出示,Presentation
3770,제외되다,jeoedoeda,被排除、除外（被動）,To be excluded
3771,조카,joka,姪子、姪女、外甥,Nephew
3772,주소,juso,住址、地址,An address
3773,찍히다,jjikhida,被蓋章、被拍下（被動）,"Get sealed, stamped"
3774,철,cheol,鐵、鋼鐵,Steel
3775,취직,chwijik,就業、找到工作,"Employment, getting a job"
3776,타락,tarak,墮落,"depravity,corruption,degradation"
3777,통화,tonghwa,通貨、貨幣,"Currency, the unit of circulation"
3778,틀림없이,teulrimeopsi,必定、無疑地,No mistaking it
3779,파티,pati,派對、宴會,Party
3780,회관,hoegwan,會館、禮堂,An assembly hall
3781,계획하다,gyehoekhada,計畫、打算,Plan or make a project
3782,공연장,gongyeonjang,演出場地、劇場,Auditorium
3783,국적,gukjeok,國籍,Nationality or citizenship
3784,근래,geunrae,近來、近世,Of late or recently
3785,나뉘다,nanwida,被劃分、分開（被動）,Divide
3786,낱말,nanmal,單字、詞彙,A word
3787,내외,naeoe,夫妻、夫婦、男女,"Men and woman, husband and wife"
3788,냄비,naembi,鍋子,A pot
3789,늑대,neukdae,狼,Wolf
3790,늘어서다,neureoseoda,排成一行、排隊,Stand in a row
3791,다정하다,dajeonghada,多情、溫柔體貼,"To be affectionate, warm-hearted"
3792,달다,dalda,甜、甘甜 / 懸掛,to be sweet
3793,달려들다,dalryeodeulda,撲向、衝過來,"Run, rush, jump at"
3794,망원경,mangwongyeong,望遠鏡,Telescope
3795,모범,mobeom,模範、典範,"model,example"
3796,무리하다,murihada,勉強、過分,Be impossible
3797,묶이다,mukkida,被綁住、被捆住（被動）,Be fastened together
3798,방해하다,banghaehada,妨礙、干擾,"Interrupt, interfere"
3799,뱀,baem,蛇,Snake
3800,벌,beol,套（衣服量詞）,Set (of clothes)
3801,뵈다,boeda,拜見、謁見（敬語）,"To see, meet (honorific of 보다)"
3802,상류,sangryu,上流、上游 / 上流階層,"The upper classes,upstream"
3803,석,seok,三（三個月份等量詞）,Three (in 3 months)
3804,선명하다,seonmyeonghada,鮮明、清晰,"To be clear,distinct"
3805,선호하다,seonhohada,偏好、喜愛,To prefer
3806,성공적,seonggongjeok,成功的,Successfully
3807,소규모,sogyumo,小規模,Small scale
3808,수시로,susiro,隨時、隨機、時常,"On demand, per the demand of the occasion ; all the time, at any time"
3809,시야,siya,視野、眼界,Visual field
3810,실현되다,silhyeondoeda,實現、獲得落實（被動）,"To realize,bring to fruition"
3811,아니야,aniya,不是、沒有（平語）,"No, that’s not the case"
3812,어느덧,eoneudeot,不知不覺間,Before one knows it
3813,오르내리다,oreunaerida,上下、起伏、升降,"Go up and down, rise and fall"
3814,왕자,wangja,王子,Prince
3815,우수하다,usuhada,優秀、卓越,"to be superior,excellent"
3816,유명,yumyeong,著名、有名,"fame,celebrity status"
3817,유형,yuhyeong,類型、型態,A similar type
3818,으레,eure,往往、照例、必定,"customarily,habitually"
3819,일상적,ilsangjeok,日常的、尋常的,"Daily, of the everyday things"
3820,일일이,iriri,一一、逐一,"One by one, individually"
3821,전공하다,jeongonghada,主修、專攻,To major in something
3822,전후,jeonhu,前後、因果順序,"sequence,order,front and rear"
3823,정상,jeongsang,正常 / 頂峰、首腦,"normalcy,normality"
3824,정상적,jeongsangjeok,正常的,"normal,like usual"
3825,질적,jiljeok,質的、質量上的,Qualitative
3826,척,cheok,裝作、假裝（樣態）,To appear or look as
3827,철,cheol,季節、時節 / 鐵,Season (the 4)
3828,청소하다,cheongsohada,打掃、清潔,To clean
3829,충격적,chunggyeokjeok,令人震驚的、衝擊性的,Shocking
3830,치아,chia,牙齒、齒,A tooth
3831,편의,pyeonui,便利、便利之計,"Convenience, expediency"
3832,폐지,pyeji,廢止、廢除 / 廢紙,"Abolition, to not use, to do away with"
3833,해설,haeseol,解說、講解,"Explanation, elucidation"
3834,헌,heon,舊的、破舊的,"Old, shabby, worn-out"
3835,흑백,heukbaek,黑白,Black and white
3836,희생,huisaeng,犧牲,A sacrifice
3837,가까워지다,gakkawojida,變近、親近起來,Get closer
3838,감사하다,gamsahada,感謝、感激,To thank
3839,강도,gangdo,強盜、搶劫犯,A robber or burglar
3840,경비,gyeongbi,經費、花費 / 警衛,Expenses or outlay
3841,경제력,gyeongjeryeok,經濟實力、經濟力,Economic power
3842,금하다,geumhada,禁止、戒絕 / 忍不住,1) suppress or restraint 2) abstain from or restrain from
3843,기대되다,gidaedoeda,令人期待、受期待（被動）,To be expected
3844,깊숙이,gipsugi,深深地、深處,Deep or far
3845,꿀,kkul,蜂蜜、蜜,Honey or nectar
3846,넘어뜨리다,neomeotteurida,推倒、絆倒,Throw down
3847,농사짓다,nongsajitda,務農、種田,To do farming
3848,단단하다,dandanhada,堅硬、結實,"Be hard, solid"
3849,담당자,damdangja,負責人、經辦人,Person in charge
3850,답변,dapbyeon,答覆、回答,An answer
3851,대비,daebi,準備、防備 / 對比,"Provision, preparation"
3852,대체,daeche,總體上、到底、大體,"An outline, summary"
3853,더욱더,deoukdeo,更加、越發,More and more and more
3854,도심,dosim,市中心、鬧區,The heart of the city
3855,마찰,machal,摩擦、紛爭,"Rubbing, chafing"
3856,마크,makeu,標誌、商標,a company logo
3857,만족,manjok,滿足、滿意,Satisfaction
3858,망치다,mangchida,搞砸、毀掉,Ruin
3859,메뉴,menyu,菜單,Menu
3860,모금,mogeum,募款、募捐,Money raising
3861,묘사,myosa,描寫、描繪,Description
3862,문화적,munhwajeok,文化的,Cultural
3863,묻히다,muthida,沾上、被抹上（被動）,"Have smeared,be covered with"
3864,미혼,mihon,未婚,Unmarried
3865,발전되다,baljeondoeda,獲得發展、發達（被動）,"Be advanced, prospering"
3866,방송사,bangsongsa,電視台、廣播電台,Broadcasting company
3867,방지하다,bangjihada,防止、防範,"To prevent, check"
3868,사표,sapyo,辭呈、辭職信,A written resignation
3869,삼가다,samgada,克制、戒絕、謹慎,"Be discreet,take care of ; to abstain (refrain) o.s. from doing"
3870,생방송,saengbangsong,現場直播,A live broadcast
3871,셋째,setjjae,第三,The third
3872,소홀히,soholhi,疏忽地、輕忽,"carelessly,indifferently,neglectfully"
3873,손발,sonbal,手腳、四肢,Hand and foot; the limbs
3874,쌍둥이,ssangdungi,雙胞胎,Twins
3875,안내하다,annaehada,引導、接待、導覽,To lead the way
3876,앉히다,anhida,使就座、讓...坐下,To place a person in a set
3877,영하,yeongha,零下,Below zero
3878,옆구리,yeopguri,肋部、腰腹側面,"The side, the flank"
3879,외교관,oegyogwan,外交官,A diplomat
3880,외국어,oegugeo,外國語、外語,"A foreign language; sometimes, only means English"
3881,웬만하다,wenmanhada,還算可以、差不多,"To be just only barely passable, fairly good"
3882,유행하다,yuhaenghada,流行,"To be in fashion, to be popular"
3883,으응,eueung,嗯、哼（語氣詞）,Ugh!
3884,이어서,ieoseo,接著、隨後,Subsequently
3885,자장면,jajangmyeon,炸醬麵,Black chinese noodles
3886,자정,jajeong,午夜、子夜,Midnight
3887,종합하다,jonghaphada,綜合、整合,"synthesize,integrate"
3888,중학생,junghaksaeng,國中生、初中生,Middle school student
3889,짜다,jjada,擠、壓榨 / 鹹,"Squeeze, press out"
3890,참,cham,正巧、正當...之際 / 真是,"At the point of, when"
3891,채,chae,棟、座（房屋量詞）,House counter
3892,최후,choehu,最後、末日,"The last, the end, the conclusion"
3893,취재,chwijae,採訪、採集新聞,"Selection, picking out of news articles (by a reporter)"
3894,테러,tereo,恐怖襲擊、恐怖行動,Terror
3895,토론회,toronhoe,討論會、辯論會,A debating society/contest
3896,한잔,hanjan,一杯酒、喝一杯,A drink of liquor
3897,호주머니,hojumeoni,口袋、衣袋,A pocket
3898,휴일,hyuil,假日、休假日,"A day off of work, a holiday"
3899,가난,ganan,貧困、貧窮,Poor
3900,가죽,gajuk,皮革、皮,The skin or hide or leather
3901,관계없이,gwangyeeopsi,無論、不管、無關地,Without any relation
3902,군,gun,郡（行政區劃）,A county or district
3903,기다,gida,爬行、蠕動,Crawl or creep
3904,다툼,datum,爭執、爭吵,A quarrel
3905,달력,dalryeok,日曆、月曆,A calendar
3906,대,dae,輛、台（車輛/機器量詞）,One piece
3907,대낮,daenat,大白天、白晝,Broad daylight
3908,데려가다,deryeogada,帶走、領去,Take with
3909,도자기,dojagi,陶瓷、陶瓷器,Porcelain
3910,모조리,mojori,統統、一股腦兒,"One and all, wholly"
3911,변경,byeongyeong,變更、修改,"Change, alteration"
3912,부지런히,bujireonhi,勤奮地、勤快地,Diligently
3913,사슴,saseum,鹿,Deer
3914,삼촌,samchon,叔叔、伯父,"An uncle (usually on the father's side)(외삼촌 a brother of the wife, an uncle on the mother's side)"
3915,상당수,sangdangsu,相當數量、可觀數量,plenty/a lot of
3916,소풍,sopung,郊遊、遠足,Picnic
3917,속옷,sogot,內衣,Underwear
3918,손목,sonmok,手腕,The wrist
3919,손실,sonsil,損失,Loss
3920,슬쩍,seuljjeok,悄悄地、偷偷地,"Secretly, on the sly, stealthily"
3921,시나리오,sinario,劇本、劇組腳本,Scenario
3922,신문지,sinmunji,報紙紙張,Newspaper paper
3923,실컷,silkeot,盡情地、痛痛快快地,To one’s satisfaction
3924,양보하다,yangbohada,讓步、謙讓,"To make a concession, recede"
3925,엔진,enjin,引擎、發動機,Engine
3926,용,yong,龍,A dragon
3927,운행,unhaeng,運行、行駛,"movement,revolution"
3928,이대로,idaero,就這樣、按現狀,As it is
3929,인간성,inganseong,人性,Human nature
3930,인상적,insangjeok,令人印象深刻的,Impressive
3931,자라나다,jaranada,成長、長大,To grow up
3932,전시,jeonsi,展覽、展出,"exhibition,display"
3933,조그마하다,jogeumahada,小巧、矮小,"Be tiny,small"
3934,주차장,juchajang,停車場,Parking lot
3935,주한,juhan,駐韓,Residing in korea
3936,중년,jungnyeon,中年,Middle-aged
3937,지다,jida,褪色、消除 / 落下 / 輸,"To fade away, come off"
3938,찌꺼기,jjikkeogi,殘渣、碎屑、沉澱物,"drugs,sediments,remnants (tea grounds)"
3939,춤추다,chumchuda,跳舞,To dance
3940,테니스,teniseu,網球,Tennis
3941,파리,pari,蒼蠅 / 巴黎,A fly
3942,포스터,poseuteo,海報,Poster
3943,포함,poham,包含、包括,"inclusion,comprehension"
3944,형식적,hyeongsikjeok,形式上的、走過場的,Related to the form
3945,후회하다,huhoehada,後悔,To regret
3946,가이드,gaideu,導遊、嚮導,Guide
3947,가입하다,gaiphada,加入、登錄,Join
3948,감소,gamso,減少,Decrease or dimunition
3949,고르다,goreuda,平整、均勻 / 挑選,Flat or even
3950,고속도로,gosokdoro,高速公路,Freeway or highway with no street lights
3951,공책,gongchaek,筆記本,Notebook for taking notes and studying
3952,구분되다,gubundoeda,被區分、劃分（被動）,To be put into sections
